UID,Chemical,Scientist,Exp No.,Plate No. Pos,Time,Temperature,Date made,Formulas,Final Comps Tom,Code Output
328,Na0.75Cu2/3Ni1/6Mn1/6O2,FT,6,4.11,3,950,,"{'Na': 0.75, 'Cu': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Cu:2:0.667;Ni:4:0.167;Mn:3:0.167;O:-2:2;FinalChargeBalance:-0.747,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
329,Na0.75Ni2/3Fe1/6Mn1/6O2,FT,6,4.12,3,950,,"{'Na': 0.75, 'Ni': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Fe:2:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.126;Ni:4:0.541;FinalChargeBalance:0.001,Na:1:0.75;Fe:2:0.167;Mn:3:0.167;O:-2:2.0;Ni:2:0.125;Ni:4:0.542;FinalChargeBalance:0.001
330,Na0.75Cu2/3Ni1/9Mn1/9Fe1/9O2,FT,6,5.1,3,950,,"{'Na': 0.75, 'Cu': 0.6666666666666666, 'Ni': 0.1111111111111111, 'Mn': 0.1111111111111111, 'Fe': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Cu:2:0.667;Ni:4:0.111;Mn:3:0.111;Fe:3:0.111;O:-2:2;FinalChargeBalance:-0.806,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
331,Na0.75Fe2/3Cu1/9Mn1/9Ni1/9O2,FT,6,5.2,3,950,,"{'Na': 0.75, 'Fe': 0.6666666666666666, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Fe:3:0.667;Cu:2:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.065;Mn:7:0.046;FinalChargeBalance:-0.001,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
332,Na0.75Ni2/3Fe1/9Cu1/9Mn1/9O2,FT,6,5.3,3,950,,"{'Na': 0.75, 'Ni': 0.6666666666666666, 'Fe': 0.1111111111111111, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Fe:2:0.111;Cu:1:0.111;Mn:3:0.111;O:-2:2;Ni:2:0.042;Ni:4:0.625;FinalChargeBalance:0,Na:1:0.75;Fe:2:0.111;Cu:1:0.111;Mn:3:0.111;O:-2:2.0;Ni:2:0.042;Ni:4:0.625;FinalChargeBalance:0.001
333,Na0.75Mn2/3Cu1/9Fe1/9Ni1/9O2,FT,6,5.4,3,950,,"{'Na': 0.75, 'Mn': 0.6666666666666666, 'Cu': 0.1111111111111111, 'Fe': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Cu:2:0.111;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.417;Mn:4:0.25;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;Mn:4:0.472;Mn:7:0.195;FinalChargeBalance:0.003
334,Na0.75Mn1/9Cu8/27Fe8/27Ni8/27O2,FT,6,5.9,3,950,,"{'Na': 0.75, 'Mn': 0.1111111111111111, 'Cu': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:0.75;Cu:2:0.296;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:4:0.064;Mn:7:0.047;FinalChargeBalance:-0.001,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
335,Na0.75Ni1/9Cu8/27Fe8/27Mn8/27O2,FT,6,5.1,3,950,,"{'Na': 0.75, 'Ni': 0.1111111111111111, 'Cu': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Mn': 0.2962962962962963, 'O': 2.0}",Na:1:0.75;Ni:4:0.111;Cu:2:0.296;Fe:3:0.296;O:-2:2;Mn:4:0.249;Mn:7:0.047;FinalChargeBalance:-0.001,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
336,Na0.75Fe1/9Mn8/27Cu8/27Ni8/27O2,FT,6,5.11,3,950,,"{'Na': 0.75, 'Fe': 0.1111111111111111, 'Mn': 0.2962962962962963, 'Cu': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:0.75;Fe:3:0.111;Cu:2:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.043;Mn:4:0.253;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
337,Na0.75Cu1/9Mn8/27Fe8/27Ni8/27O2,FT,6,5.12,3,950,,"{'Na': 0.75, 'Cu': 0.1111111111111111, 'Mn': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:0.75;Cu:2:0.111;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.228;Mn:4:0.068;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
338,Na0.75Fe7/18Ni7/18Cu1/9Mn1/9O2,FT,6,6.1,3,950,,"{'Na': 0.75, 'Fe': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Ni:4:0.389;Cu:2:0.111;Mn:3:0.111;O:-2:2;Fe:2:0.028;Fe:3:0.361;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
339,Na0.75Cu7/18Ni7/18Fe1/9Mn1/9O2,FT,6,6.2,3,950,,"{'Na': 0.75, 'Cu': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Cu:2:0.389;Ni:4:0.389;Fe:3:0.111;O:-2:2;Mn:4:0.065;Mn:7:0.046;FinalChargeBalance:-0.001,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
340,Na0.75Fe7/18Mn7/18Cu1/9Ni1/9O2,FT,6,6.5,3,950,,"{'Na': 0.75, 'Fe': 0.3888888888888889, 'Mn': 0.3888888888888889, 'Cu': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Fe:3:0.389;Cu:2:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.139;Mn:4:0.25;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
341,Na0.75Cu7/18Fe7/18Mn1/9Ni1/9O2,FT,6,6.6,3,950,,"{'Na': 0.75, 'Cu': 0.3888888888888889, 'Fe': 0.3888888888888889, 'Mn': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Cu:2:0.389;Fe:3:0.389;Mn:3:0.111;Ni:4:0.111;O:-2:2;FinalChargeBalance:-0.528,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
342,Na0.75Mn7/18Ni7/18Fe1/9Cu1/9O2,FT,6,6.9,3,950,,"{'Na': 0.75, 'Mn': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Cu': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Mn:3:0.389;Ni:4:0.389;Cu:2:0.111;O:-2:2;Fe:2:0.028;Fe:3:0.083;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
343,Na0.75Cu7/18Mn7/18Fe1/9Ni1/9O2,FT,6,6.1,3,950,,"{'Na': 0.75, 'Cu': 0.3888888888888889, 'Mn': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Cu:2:0.389;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.343;Mn:7:0.046;FinalChargeBalance:-0.001,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
344,Na0.5Mn2/3Cu1/6Fe1/6O2,FT,6,7.1,3,950,,"{'Na': 0.5, 'Mn': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Fe': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Cu:2:0.167;Fe:3:0.167;O:-2:2;Mn:3:0.003;Mn:4:0.664;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;Mn:4:0.389;Mn:7:0.278;FinalChargeBalance:0.002
345,Na0.5Ni2/3Fe1/6Cu1/6O2,FT,6,7.2,3,950,,"{'Na': 0.5, 'Ni': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Cu': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Ni:4:0.667;Cu:2:0.167;O:-2:2;Fe:2:0.003;Fe:3:0.164;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
346,Na0.5Mn2/3Ni1/6Cu1/6O2,FT,6,7.3,3,950,,"{'Na': 0.5, 'Mn': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Cu': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Ni:4:0.167;Cu:2:0.167;O:-2:2;Mn:3:0.17;Mn:4:0.497;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;Mn:4:0.389;Mn:7:0.278;FinalChargeBalance:0.002
347,Na0.5Mn2/3Fe1/6Ni1/6O2,FT,6,7.4,3,950,,"{'Na': 0.5, 'Mn': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Fe:3:0.167;Ni:4:0.167;O:-2:2;Mn:3:0.337;Mn:4:0.33;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;Mn:4:0.389;Mn:7:0.278;FinalChargeBalance:0.002
348,Na0.5Fe2/3Cu1/6Mn1/6O2,FT,6,7.5,3,950,,"{'Na': 0.5, 'Fe': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Fe:3:0.667;Cu:2:0.167;O:-2:2;Mn:4:0.001;Mn:7:0.166;FinalChargeBalance:0.001,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
349,Na0.5Fe2/3Cu1/6Ni1/6O2,FT,6,7.6,3,950,,"{'Na': 0.5, 'Fe': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Fe:3:0.667;Cu:2:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.497,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
350,Na0.5Ni2/3Cu1/6Mn1/6O2,FT,6,7.7,3,950,,"{'Na': 0.5, 'Ni': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Ni:4:0.667;Mn:3:0.167;O:-2:2;Cu:1:0.003;Cu:2:0.164;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
351,Na0.5Fe2/3Ni1/6Mn1/6O2,FT,6,7.8,3,950,,"{'Na': 0.5, 'Fe': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Fe:3:0.667;Ni:4:0.167;O:-2:2;Mn:4:0.113;Mn:7:0.054;FinalChargeBalance:-0.001,Na:1:0.5;Fe:2:0.667;Mn:3:0.167;O:-2:2.0;FinalChargeBalance:-1.667
352,Na0.5Cu2/3Fe1/6Ni1/6O2,FT,6,7.9,3,950,,"{'Na': 0.5, 'Cu': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Cu:2:0.667;Fe:3:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.997,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
353,Na0.5Cu2/3Ni1/6Fe1/6O2,FT,6,7.1,3,950,,"{'Na': 0.5, 'Cu': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Fe': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Cu:2:0.667;Ni:4:0.167;Fe:3:0.167;O:-2:2;FinalChargeBalance:-0.997,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
354,Na0.5Cu2/3Ni1/6Mn1/6O2,FT,6,7.11,3,950,,"{'Na': 0.5, 'Cu': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Cu:2:0.667;Ni:4:0.167;Mn:3:0.167;O:-2:2;FinalChargeBalance:-0.997,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
355,Na0.5Ni2/3Fe1/6Mn1/6O2,FT,6,7.12,3,950,,"{'Na': 0.5, 'Ni': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Fe:2:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.002;Ni:4:0.665;FinalChargeBalance:-0.001,Na:1:0.5;Fe:2:0.167;Mn:3:0.167;O:-2:2.0;Ni:4:0.667;FinalChargeBalance:0.001
356,Na0.5Cu2/3Ni1/9Mn1/9Fe1/9O2,FT,6,8.1,3,950,,"{'Na': 0.5, 'Cu': 0.6666666666666666, 'Ni': 0.1111111111111111, 'Mn': 0.1111111111111111, 'Fe': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Cu:2:0.667;Ni:4:0.111;Mn:3:0.111;Fe:3:0.111;O:-2:2;FinalChargeBalance:-1.056,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
357,Na0.5Fe2/3Cu1/9Mn1/9Ni1/9O2,FT,6,8.2,3,950,,"{'Na': 0.5, 'Fe': 0.6666666666666666, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Fe:3:0.667;Cu:2:0.111;Mn:3:0.111;Ni:4:0.111;O:-2:2;FinalChargeBalance:-0.5,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
358,Na0.5Ni2/3Fe1/9Cu1/9Mn1/9O2,FT,6,8.3,3,950,,"{'Na': 0.5, 'Ni': 0.6666666666666666, 'Fe': 0.1111111111111111, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Ni:4:0.667;Cu:2:0.111;Mn:3:0.111;O:-2:2;Fe:2:0.056;Fe:3:0.055;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
359,Na0.5Mn2/3Cu1/9Fe1/9Ni1/9O2,FT,6,8.4,3,950,,"{'Na': 0.5, 'Mn': 0.6666666666666666, 'Cu': 0.1111111111111111, 'Fe': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Cu:2:0.111;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.167;Mn:4:0.5;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;Mn:4:0.389;Mn:7:0.278;FinalChargeBalance:0.002
360,Na0.5Mn1/9Cu8/27Fe8/27Ni8/27O2,FT,6,8.9,3,950,,"{'Na': 0.5, 'Mn': 0.1111111111111111, 'Cu': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:0.5;Mn:7:0.111;Cu:2:0.296;Fe:3:0.296;Ni:4:0.296;O:-2:2;FinalChargeBalance:-0.059,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
361,Na0.5Ni1/9Cu8/27Fe8/27Mn8/27O2,FT,6,8.1,3,950,,"{'Na': 0.5, 'Ni': 0.1111111111111111, 'Cu': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Mn': 0.2962962962962963, 'O': 2.0}",Na:1:0.5;Ni:4:0.111;Cu:2:0.296;Fe:3:0.296;O:-2:2;Mn:4:0.165;Mn:7:0.131;FinalChargeBalance:0.001,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
362,Na0.5Fe1/9Mn8/27Cu8/27Ni8/27O2,FT,6,8.11,3,950,,"{'Na': 0.5, 'Fe': 0.1111111111111111, 'Mn': 0.2962962962962963, 'Cu': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:0.5;Fe:3:0.111;Cu:2:0.296;Ni:4:0.296;O:-2:2;Mn:4:0.227;Mn:7:0.069;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
363,Na0.5Cu1/9Mn8/27Fe8/27Ni8/27O2,FT,6,8.12,3,950,,"{'Na': 0.5, 'Cu': 0.1111111111111111, 'Mn': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:0.5;Cu:2:0.111;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:4:0.289;Mn:7:0.007;FinalChargeBalance:-0.001,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
364,Na0.5Fe7/18Ni7/18Cu1/9Mn1/9O2,FT,6,9.1,3,950,,"{'Na': 0.5, 'Fe': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Fe:3:0.389;Ni:4:0.389;Cu:2:0.111;O:-2:2;Mn:4:0.074;Mn:7:0.037;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
365,Na0.5Cu7/18Ni7/18Fe1/9Mn1/9O2,FT,6,9.2,3,950,,"{'Na': 0.5, 'Cu': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Cu:2:0.389;Ni:4:0.389;Fe:3:0.111;Mn:3:0.111;O:-2:2;FinalChargeBalance:-0.5,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
366,Na0.5Fe7/18Mn7/18Cu1/9Ni1/9O2,FT,6,9.5,3,950,,"{'Na': 0.5, 'Fe': 0.3888888888888889, 'Mn': 0.3888888888888889, 'Cu': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Fe:3:0.389;Cu:2:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.352;Mn:7:0.037;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
367,Na0.5Cu7/18Fe7/18Mn1/9Ni1/9O2,FT,6,9.6,3,950,,"{'Na': 0.5, 'Cu': 0.3888888888888889, 'Fe': 0.3888888888888889, 'Mn': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Cu:2:0.389;Fe:3:0.389;Mn:3:0.111;Ni:4:0.111;O:-2:2;FinalChargeBalance:-0.778,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
368,Na0.5Mn7/18Ni7/18Fe1/9Cu1/9O2,FT,6,9.9,3,950,,"{'Na': 0.5, 'Mn': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Cu': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Ni:4:0.389;Fe:3:0.111;Cu:2:0.111;O:-2:2;Mn:3:0.167;Mn:4:0.222;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
369,Na0.5Cu7/18Mn7/18Fe1/9Ni1/9O2,FT,6,9.1,3,950,,"{'Na': 0.5, 'Cu': 0.3888888888888889, 'Mn': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Cu:2:0.389;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.259;Mn:7:0.13;FinalChargeBalance:0.001,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
